id,query,answer_ids
2971381841,Five guys and a couple of girls are hanging out in a kitchen with some food .,[2971381841]
1439046601,A boy is smiling whilst standing in front of a swimming pool .,[1439046601]
5354911151,A person wearing an Asian farmer 's hat is riding a bicycle passed a man in a small boat wearing a similar hat .,[5354911151]
8251170369,Female wearing black shorts standing on street sidewalk awaiting changing of light so that she can cross in the walkway .,[8251170369]
6847096860,Two men concentrate on drilling an apparatus while on an outside scaffold .,[6847096860]
4894267064,People walk down a street in a metropolitan area where graffiti can be seen .,[4894267064]
3834993910,"A man wearing a blue large plaid print sweatshirt , khaki shorts and black flip-flops is set up to putt a blue gold ball through a miniature golf penguin obstacle .",[3834993910]
4470892454,A man wearing a red tee-shirt is playing a bowed instrument tucked under his neck .,[4470892454]
2432709509,A young boy sitting is a field with a drain pipe in the background .,[2432709509]
3099965396,A white-haired man in a black coat is standing on a city street .,[3099965396]
6800805602,A scientist wears latex gloves while handling samples and scientific equipment behind a glass shield .,[6800805602]
4505846203,Many people are walking outside of a brown building called Heal 's,[4505846203]
4915394257,Two women are playing in the water on a beach near the shoreline .,[4915394257]
4781814479,Many people in casual clothing are crossing a city intersection in both directions .,[4781814479]
2308029439,There is a woman in a red coat with black pants and a black bag sitting in a place with many big cement blocks .,[2308029439]
2796921601,"A young boy , wearing a red sports uniform , stands in the middle of an empty sports field under a dark blue sky .",[2796921601]
790145736,"In an apparent classroom setting , a young man in a blue t-shirt has a book on his knee while a woman dressed in black next to him leans in to point out something in the book .",[790145736]
44619131,Four different users working in a lab environment each performing duties on computers and laptops .,[44619131]
3171854190,A young African boy sits in a dirt courtyard in front of a barbecue grill .,[3171854190]
2215770048,A scared-looking child with big eyes is in a highchair looking at the camera while several people are moving around in the background .,[2215770048]
6157355105,"Teen girl , wearing a red shirt , black helmet , green knee pads and black shorts , skating and doing skate tricks in a swimming pool .",[6157355105]
309612584,Two toddler girls appear to enjoy basking on a pile of leaves as they smile for the camera .,[309612584]
6801523493,Chinese-American dressed children dressed in red uniforms are doing a cultural performance in a parade .,[6801523493]
6656881593,"At a competition , a man wearing professional snow attire , is making a jump on a polaris snowmobile over some snow .",[6656881593]
3245460937,A boy wearing jeans leaps in the air and shows his shadow below .,[3245460937]
1097710887,"A very young girl playing with a bubble-blowing wand , holding a bottle of bubble solution and walking through a park or field .",[1097710887]
2289754578,"A woman in a long black dress playing the violin with a black man in a striped shirt , while the other band member with guitar plays along .",[2289754578]
7614857924,"This is an Indian warrior in full warrior attire with fur hide , face mask and huge axe in both hands",[7614857924]
8076223643,"A pensive young man of Indian descent , sitting on the ground resting against a tree , with other people engaged in conversation in the background .",[8076223643]
4975536758,A little girl walking away from her bicycle and walking down the street .,[4975536758]
3207654194,A little brown dog is running fast on a sand dune during the day .,[3207654194]
4769192185,A young man with a white sweatshirt on rides his bike through a busy crowd .,[4769192185]
7714755346,A man wearing white shorts and no shirt is performing tricks on his bike in a skate park .,[7714755346]
1332722096,Two young ladies in green boots are walking through an urban area while an older lady wearing black shoes follows them .,[1332722096]
6113672400,A man in a blue and yellow jacket opened a bottle of champagne and got some on his face .,[6113672400]
2969134945,"A woman wearing a black apron , waves toward the street with one hand while a yellow car drives by .",[2969134945]
241109594,This black and white dog is retrieving a stick from the water .,[241109594]
24467676,The man in the blue shirt wearing a crucifix guards the entrance to the elevator with the Aztec theme .,[24467676]
130500771,A man in a white shirt and black pants looks on as other people are seated at tables beneath green umbrellas .,[130500771]
4565080084,A man in a red-and-white jacket and black pants rides a bicycle down the street in a commercial district .,[4565080084]
2417341107,A person with black shorts and shirt does a handstand on the beach .,[2417341107]
342289499,A man sitting and holding a glass with a woman sitting wearing blue jeans and beige jacket smiling,[342289499]
2337757064,"A person in a yellow hat , carrying a bag and a fishing pole , walks in a grassy area near a small body of water .",[2337757064]
6320597297,"A young woman wearing a short , orange tank top , short blue bottoms and pink athletic shoes with a large name tag on her front that says "" SARAH "" is running down a street past spectators and two portable toilets .",[6320597297]
279748684,"A group of people inside some form of public transportation ( such as a bus ) , are looking out the windows on the left side .",[279748684]
4980042533,A little person wearing a kilt and holding a flag with a lion on it is waving from a stage .,[4980042533]
4922420794,A bright yellow taxi passes through a busy street in a crowded neighborhood .,[4922420794]
997338199,"Woman writing on a pad in room with gold , decorated walls .",[997338199]
1007129816,The man with pierced ears is wearing glasses and an orange hat .,[1007129816]
2326666568,Seven people walk on the sandy beach while the sun sets behind them .,[2326666568]
3275537015,Girls in bikinis are playing a game of volleyball near a body of water .,[3275537015]
2771424045,"Wearing identical necklaces , a woman and a man with a painted face embrace .",[2771424045]
3223709894,a small brown puddle running through a grassy yard .,[3223709894]
5690859699,"On a moving walkway , a man looks back to see a long row of green shopping carts moving toward him .",[5690859699]
3041384194,A girl with a short haircut and eyebrow piercing bites her finger and crosses her arms .,[3041384194]
2350687181,A woman happily opened her gift and discovers a KitchenAid blender .,[2350687181]
1563625080,Some people are jogging on an outdoor track in the dark .,[1563625080]
2536985327,"Three people wearing fully protective equipment are working in an interior of a building , two on scaffolding , one on the floor .",[2536985327]
4868008430,The man in black shirt is showing some photo album to others .,[4868008430]
2197587684,A woman in blue shorts and white shirt holds a tennis racket on a blue tennis court .,[2197587684]
2929006980,A man stands on a four-wheeled board attached to a harness .,[2929006980]
324262519,A group of people walking down a trail in the woods with two dogs leading the way .,[324262519]
4806158094,A woman sitting on a bench in front of a pink building .,[4806158094]
1141644104,A woman in a white and tan striped dress sits in the lap of a man with a tan collared shirt .,[1141644104]
3501386648,A group of people are being lead on an outdoor tour with an older tour guide .,[3501386648]
2098174172,The man wears a green hat and jacket while standing in front of a mountain .,[2098174172]
3091916691,"Two men shaking hands and smiling at the camera , while a third man stands behind them .",[3091916691]
3982486061,Boys on a field playing flag football with one boy wearing the red flag clutching the football while a boy with a yellow flag dives to get his red flag .,[3982486061]
2338798208,Three young women embrace while displaying baked goods in kitchen .,[2338798208]
3093523191,A man is walking in front of a bunch of protesting signs and on the right of the photo there are protesters .,[3093523191]
3468275336,"A bride throwing her bouquet up in the air behind her , towards a group of ladies .",[3468275336]
3893700052,An older caucasian couple is having their picture taken by a stone statue of a man and woman kissing .,[3893700052]
3970645691,One group of women and a group of men drinking and having a good time .,[3970645691]
2555039117,A lady dressed in a vividly patterned dress is speaking via microphone .,[2555039117]
4510049538,A crowd of people watch a street performer do a trick with a fancy pogo stick .,[4510049538]
2902486045,Two dogs are urinating on the red fire hydrant .,[2902486045]
3512003488,Five figures standing backlit on a stage in front of a red curtain as if they just finished performing or they are about to start .,[3512003488]
3046949818,"Two players from different teams fighting for the white , red , and black ball .",[3046949818]
4145119743,A grocery store checkout where a checker is counting out change .,[4145119743]
1683444418,A man in a camouflage tank top standing next to a man in a gray t-shirt with a fountain in the background .,[1683444418]
4496738245,"A woman and a gray-bearded man lean on a curved railing , looking into the distance , while two women in the background have a conversation .",[4496738245]
171397599,Several people are standing holing on yellow bars while others are holding nothing .,[171397599]
3568065409,a boy in shorts and white shirt is jumping whilst holding a pink stick in front of a large tree surrounded by sacks .,[3568065409]
3090852026,"A man , wearing a white shirt with a black vest , strums his orange guitar on the blake stage .",[3090852026]
2501232125,"A man and woman , both wearing blue jeans and a white shirt , are planting green plants .",[2501232125]
2097650932,A grinning girl sits in a pink wheeled cart sliding down a green ramp .,[2097650932]
3837143758,"A woman walks across a grassy area , away from the camera , with a small boy in her arms looking backward .",[3837143758]
2607861348,"A man stands atop of his white fishing boat , arm stretched out , while three other men , bare chested , waist deep in water , pull on a fishing net .",[2607861348]
447686870,A woman wearing a purple and white tank top is walking beside a building while carrying a tray of oranges on her head .,[447686870]
961664774,"A group of people in uniform rehearse a dance routine , while other groups are visible in the background .",[961664774]
1944940887,Two men sitting down and wrapping baked goods in plastic wrap .,[1944940887]
6324621970,A soccer player dressed in white and blue kicks the ball while her teammates look on from the bench .,[6324621970]
7436121372,A sailboat splashing in the water as some people look over the deck .,[7436121372]
2891300143,A man pats the back of an old bearded man with a cane sitting next to him .,[2891300143]
14813436,Three young girls are standing on a riverbank .,[14813436]
2975845158,"A boy and girl ride in the front of a small train labeled "" Mississippi Train "" .",[2975845158]
314763537,A group of young people sits among palm trees in front of several large buildings .,[314763537]
3334040774,"Attractive woman , Roller derby team "" Roller Girls "" stares , while fixing her shirt and holding a bag .",[3334040774]
2452794213,An overhead view of an outdoor stand selling clothing and jewelry with two people looking at a stand and a person in an orange shirt kneeling down .,[2452794213]
2830755303,A small child is running on the shore of the beach surrounded by birds .,[2830755303]
3264350290,A skateboarder attempts a trick on the side of a low wall .,[3264350290]
508053457,Two people in uniform riding brown horses and some kids standing around a bike .,[508053457]
2745663684,a young man skateboarding on a street wearing a black and white striped shirt,[2745663684]
2444134813,a group of muzzled greyhound dogs jumping over a wall .,[2444134813]
1350811702,"Young boy wearing waders standing on a dock fishing , other people are in the background .",[1350811702]
6170429974,"Two men on bicycles , dressed with helmets and racing jerseys , are exiting from a building .",[6170429974]
2097398349,A hiker waves to the camera as he standing in front of snowcapped mountains .,[2097398349]
2685727511,"Several people prepare their stalls that consist of fish , vegetables and fruits for the public eye .",[2685727511]
5595611219,We see the side-view of a hispanic lady sitting down at a table and sewing .,[5595611219]
4464247181,A woman sitting on a bench next to someone wearing a hat and sitting in a wheelchair .,[4464247181]
4663966489,A small boy in plaid looking off into the distance while a couple hold hands in the background .,[4663966489]
2759616595,A few people watch a woman in a black dress dance in front of a red backdrop .,[2759616595]
219843860,A man in a white t-shirt and blue shorts is rock climbing up a sheer face,[219843860]
3621988827,Here is a young man sitting inside a trailer home and is smiling for the camera .,[3621988827]
60347149,Two men are practicing martial arts while wearing black robes with red stripes ; the man on the left is bald and is using a stick to block the strike thrown by the dark-haired man on the right .,[60347149]
3245939062,Two people show off their matching skull tattoos while two other people look on .,[3245939062]
3367034082,A young teenage girl talks to another teenager with a red sweatshirt .,[3367034082]
245442617,The woman is holding up the line with the fish that she caught in the lake with her bamboo fishing pole .,[245442617]
2871981087,Nine cheerleaders on a football field wearing blue and silver uniforms with matching pompoms .,[2871981087]
3501457496,A group a five people wearing the same shirt are sitting on the grass with a dog .,[3501457496]
2493701633,From this angle you can see the tile floor pattern in this restaurant very well .,[2493701633]
1932532591,Two men in chartreuse jackets and dungarees are working on the roof of a house .,[1932532591]
3528966521,Several people run down a highway with mountains in the background .,[3528966521]
2238019823,Man surfing under the Golden Gate Bridge on a foggy day .,[2238019823]
1303727066,A dark-haired bearded man wearing a turquoise shirt with a yellow peace sign on it .,[1303727066]
5138003138,A young woman leaps high into the air to spike a volleyball over a net while her teammate watches with anticipation .,[5138003138]
3031640178,Two men hold colorful Mylar balloons shaped like animals on the side of a road while a small child looks on .,[3031640178]
3266306177,A brown dog is running in the snow with a smaller black dog running behind it .,[3266306177]
4796827555,Several people with instruments waiting at a train station .,[4796827555]
7027910155,Two high schoolgirls complete a lab experiment as one adds drops to a mixture while the other observes .,[7027910155]
241347204,Oklahoma University football players in front of a crowd of Sooners fans and next to three referees .,[241347204]
7472814756,"ah , this photo is that of a regatta , possibly trials for America 's Cup , showing three yachts sailing .",[7472814756]
6005955072,A gentleman with his eyes closed playing an old fluglehorn into a microphone .,[6005955072]
4752721674,Cameras set up on tripods along the side of a road barrier .,[4752721674]
4341820422,A young man in jeans and tennis shoes lies down on an upholstered bench with a backpack still strapped to his back .,[4341820422]
2797640772,"A saxophone player dressed in a blue sweatshirt and an accordion player entertain people on the street , including a pirate .",[2797640772]
3054997030,A boy in blue shorts with yellow stripes down the sides is leaping .,[3054997030]
466956209,A panoramic distance view of a rock climber going up a steep mountain wall .,[466956209]
4859794751,"A group of people , led by a man with a backpack , are walking past people sitting on the grass in front of an old building .",[4859794751]
2743046728,"Two girls are looking for shells on a beach , one looks at what the other is pointing at and is investigating .",[2743046728]
2252635585,"Two dogs play in the snow on the ground near a tree , with one on top of the other .",[2252635585]
501684722,Three girls pose for a picture and one of the girls kisses the others cheek .,[501684722]
6852123904,"A man wearing brown overalls , mustard colored shirt with brown tie and a brown hat , is smiling while putting food out on a table with a white tablecloth .",[6852123904]
2524779834,"A group of people are standing outside talking , reading , and looking on a shelf that was placed outside .",[2524779834]
2581218229,"Man with glasses and gray hair , sitting at desk on telephone , with piles of paper and a orange coffee cup .",[2581218229]
492104206,A person sits on a bus stop bench wrapped in a blanket and wearing a hat with some packages next to them .,[492104206]
110820212,A man in a gray uniform carefully inserts a metal rod into a glowing opening .,[110820212]
5501830558,"A very young adorable baby who has a long-sleeve shirt on that says i am the boss , is crying and upset .",[5501830558]
4005120966,"A balding man wearing a dark , blue uniform is rolling a yellow stretcher containing a large , blue duffel bag .",[4005120966]
2588763665,A man sitting on a sidewalk drinking beer with his belongings next to him in bags .,[2588763665]
3250695024,"Oriental man , and two women facing camera and young child with back to camera .",[3250695024]
363140724,A cheering squad doing their stunt by throwing one cheer dancer in the air and the rest getting ready to catch her .,[363140724]
7014591581,"It is the face-off at a hockey game with one team in yellow , the other in white .",[7014591581]
2888386138,A child in a blue and white striped shirt crosses his arms and smiles while standing on red carpeted stairs .,[2888386138]
535123126,"Two dogs , both wearing collars , are playing with one another in the grass .",[535123126]
2825668136,"Bike rider jumps off of gray stone rise , does trick in air .",[2825668136]
7397183064,"A young pale woman 's face with short blond-hair , and electric blue eyes , with a cherry coming out of each of her nostrils .",[7397183064]
6960211688,A man is sitting at a keyboard possibly adjusting some sort of sound equipment while wearing headphones as the word FAT is displayed in white letters on a pink background above and behind him .,[6960211688]
3203872773,A man wearing suspenders and sunglasses leaps up in the air with his arms and legs spread out to the side .,[3203872773]
3386375153,A bicyclist wearing a dark helmet and a blue jacket jumps over a mound in a field .,[3386375153]
160128865,There are two men here at the center of the picture wearing red tie dye shirts and metal helmets topped with lit burners .,[160128865]
7249185350,"A group of men wearing black suits , yellow swim caps , and goggles , are standing behind a red and white tape .",[7249185350]
2421116868,"Obese man in floral summer swim trunks and wearing beach sandals , gets ready to ride his red motorbike .",[2421116868]
4718118294,A brunette woman in a striped shirt speaks to two blond women from behind a table .,[4718118294]
4274214534,A woman on ice skates is being pulled by her dog she is holding with a leash .,[4274214534]
4759111806,A man in a brown hat and black vest is walking across an empty field while a small airplane is taking off along side him .,[4759111806]
2666830229,A man in mountaineering gear is watching a woman as she scales the side of a rock wall .,[2666830229]
2831394884,A man tickling two girls who are wearing pink outfits .,[2831394884]
3168796547,Two children sitting on a deer statue for a photo .,[3168796547]
4764827031,"A man wearing a green shirt and blue pants is lying on the sidewalk by some trashcans in front of a house , with something on the steps by the front door .",[4764827031]
3539840291,A soccer player in red being tackled by a soccer player in green .,[3539840291]
978028673,"Boy in a red shirt looking down at something in his hands , with an older man and a boy sitting at a table behind him .",[978028673]
3599895386,A family with no home trying to make some type of shelter from sticks and tree limbs in a wooded area .,[3599895386]
7136105537,A man is wearing blue button down shirt talking to media during a crowded protest .,[7136105537]
2158925258,The two men on the scaffolding are helping to build a red brick wall .,[2158925258]
4697485356,"An older gentleman with a white beard , red cap and black coat holding a can inside a brown paper bag .",[4697485356]
388813855,A boy wearing a red shirt practicing calligraphy while being watched by other children .,[388813855]
1349427689,A young man in a small motor boat is emptying out a container of water into the lake .,[1349427689]
3362086744,A baseball player is putting all his might in to throwing a ball .,[3362086744]
2240539658,A brown and black dog are fighting on snow .,[2240539658]
2352961328,A girl in a bright yellow shirt and dark green shorts is sleeping on a couch with a bag of pretzels on the floor next to her .,[2352961328]
4925906360,Four black teenagers are playing basketball inside a gymnasium while another one watches .,[4925906360]
4611354093,A woman in sunglasses and a short skirt stands on a street filled with smoke or fog .,[4611354093]
2880874989,A little kid in a black shirt and striped pants is playing with the controls on a stove .,[2880874989]
2853682342,A man in a white shirt and shorts is running and jumping in the grass .,[2853682342]
2096686198,A young man in a blue T-shirt and sweatpants stands over a stove and looks at the camera while another young man stands behind him .,[2096686198]
2325025735,A young child climbing a boulder in which a balancing rock sits upon .,[2325025735]
2525898604,A boat carrying several men is pulled to shore by a large team of horses .,[2525898604]
3565021218,The small girl in the yellow dress laid on the bedspread surrounded by flowers .,[3565021218]
275618737,"A young girl with blond , braided hair sits in the floor holding a pink toothbrush , with a happy birthday banner on the back of the sofa behind her .",[275618737]
3593392955,A black and tan dog is running with a white and gray dog along dirt .,[3593392955]
4618622923,A man in a black shirt is holding a microphone on stage with a drummer and guitarist .,[4618622923]
2682938578,"Red , green , yellow , and blue umbrellas are providing shade for the tables outside and three people are sitting under the green umbrella .",[2682938578]
2230134548,A chef is currently preparing food in a kitchen looking outside .,[2230134548]
2495394666,The brown dog is swimming in the water .,[2495394666]
2936693681,"A little girl with a brown shirt , blue jeans , and brown hair is playing outside with her pink scooter in a yard with lots of trees .",[2936693681]
2056377805,this group of people are practicing water safety by wearing preservers while in a raft on the river,[2056377805]
1429383749,One little boy sitting in a forklift in a construction area during something very dangerous .,[1429383749]
4361644383,A group of people are walking down the sidewalk in the snow all wrapped up because of the cold weather .,[4361644383]
3684562647,A bus is carrying people while decorated with banners in the colors of the rainbow .,[3684562647]
4494095559,"A man on a skateboard waits at the corner of a city street , with an overpass in the background .",[4494095559]
6889203488,Two teenage boys practice their soccer skills as their friends stand beside the goal and watch .,[6889203488]
4744289692,"Several people in white shirts and ties are looking out of a window , in front of which there is a stack of chairs .",[4744289692]
3631333167,A large crowd of people in two long rows are looking back with some green light emanating from an above structure .,[3631333167]
4649988027,"Three girls , outside on a lawn , pay attention to a small brown and white dog ; the smallest girl , wearing a pink and white hat , has her hand on the back of the dogs neck .",[4649988027]
5615711650,Two girls dressed in warm clothes stand outside what appears to be a castle tourist attraction .,[5615711650]
5696547236,"Two men in life jackets , in a rubber raft powered by an engine , are traveling at high speed on the water with wind turbines on the distant shore .",[5696547236]
3148286846,Two children are playing in a green boat on the grass .,[3148286846]
3663951804,A closeup of a man skateboarding in a skate park .,[3663951804]
2348924378,The little boy is wearing a blue shirt and playing baseball .,[2348924378]
2374180609,A bald man wearing a plaid shirt welds together a yellow car .,[2374180609]
2311690895,A brown dog looks up while a person 's fingers are in its mouth .,[2311690895]
2036181263,"Two children stand atop a dirt mound in front of several cardboard boxes , a yellow backhoe is pictured to the left and a blue dump-truck is parked in the background .",[2036181263]
2500354186,A boy walks through a dusty rocky yard with a bicycle tire on his shoulder .,[2500354186]
